Name,Price,Release_date,Review_no,Review_type,Tags,Description
DRAGON QUEST BUILDERS™ 2,44.99,2019-12-10,5761,Very Positive,"RPG,Open World Survival Craft,Adventure,Action,Building,Sandbox,Crafting,JRPG,Anime,Cute,Co-op,Multiplayer,Open World,Third Person,Colorful,Voxel,Survival,Platformer,Singleplayer,Character Customization","DRAGON QUEST BUILDERS™ 2 is a block-building RPG set in a fantasy land threatened by an evil cult. Explore, battle, build and harvest in the charming single-player campaign or build big projects in the online sandbox mode for up to 4-players."
Kingdom Come: Deliverance – Treasures of The Past,2.99,2018-04-11,242,Mostly Positive,"RPG,Adventure,Action,Medieval,Realistic,Open World,Singleplayer,First-Person,Historical,Story Rich,Choose Your Own Adventure",Treasures of the Past DLC contains treasure maps of the lords banished by King Sigismund of Hungary and the mythical armor of the Warhorse tribe.
GGST Additional Character 13 - Slayer,6.99,2024-05-30,290,Very Positive,"Action,Vampire,Psychological Horror,Sexual Content,NSFW,Nudity,Hentai,Dating Sim,Survival Horror,Horror,Great Soundtrack,LGBTQ+","This allows the character ""Slayer"" to be used in-game."
Tannenberg,1.63,2017-11-16,7176,Very Positive,"Gore,World War I,Team-Based,Shooter,PvP,Horror,Realistic,FPS,Action,First-Person,Historical,Multiplayer,Wargame,3D,War,Atmospheric,Strategy,Military,Indie,Simulation","Experience authentic First World War action with 64 player battles of maneuver on the Eastern Front. Grab your rifle, ready your sabre and keep your gas mask close as you prepare to play a part in one of the most significant conflicts in history!"
Cruelty Squad,8.19,2021-06-16,16918,Overwhelmingly Positive,"Capitalism,Surreal,Immersive Sim,FPS,Psychological Horror,Psychedelic,Shooter,Cyberpunk,First-Person,Dark Humor,Stealth,Lore-Rich,Dystopian ,Stylized,Action,Assassin,Post-apocalyptic,Retro,Tactical,Simulation",An immersive power fantasy simulator with tactical stealth elements set in a sewage infused garbage world
SOUTH PARK: SNOW DAY!,14.99,2024-03-26,2424,Mixed,"Action,Adventure,Action RPG,Action-Adventure,Hack and Slash,Cartoon,Cartoony,Third Person,Comedy,Dark Comedy,Dark Humor,Fantasy,Funny,Magic,Memes,Mystery,Parody ,Satire,Combat,Controller","Play as the New kid in South Park and join Cartman, Stan, Kyle, and Kenny, in three-dimensional glory, to celebrate the most magical day in any young child’s life - a snow day!"
[NINJA GAIDEN: Master Collection] NINJA GAIDEN Σ2,33.29,2021-06-10,1187,Mostly Positive,"Action,Violent,Gore,Hack and Slash,Adventure,Ninja,Singleplayer,Character Action Game,Difficult,Spectacle fighter,Nudity,Controller,Sexual Content,Female Protagonist,Third Person",3 high speed ninja action titles are now available in one package!
Sacred X：Heavens Wonderland,0.0,2024-05-10,741,Mostly Positive,"Adventure,Action,RPG,Simulation,Strategy,MMORPG,Action-Adventure,Action RPG,Grand Strategy,JRPG,3D Platformer,Real Time Tactics,Action Roguelike,Exploration,Hack and Slash,Tactical RPG,Anime,3D,Colorful,Realistic","Sacred X: Heavens Wonderland is a unique Eastern fantasy open world MMORPG! The game has a large seamless map of more than 60,000 square kilometers. You will embark on a thrilling free adventure in this world full of swords and magic!"
Vampire: The Masquerade - Bloodlines,9.99,2007-03-22,11844,Very Positive,"RPG,Vampire,Cult Classic,Singleplayer,Supernatural,Horror,Action,Dark,Atmospheric,Story Rich,Classic,Action RPG,Gothic,Great Soundtrack,First-Person,Immersive,Female Protagonist,Third Person,Adventure,Stealth",
Icarus: Styx Expansion,8.19,2022-05-28,129,Very Positive,"Simulation,Action,Adventure","Centered around a wandering braided river, Styx has lain untouched for years by humans. Now, for the first time, prospectors can explore this new territory and tackle an array of new missions, in our first DLC the Styx Map & Missions Pack."
Hunt: Showdown 1896 - Lonely Howl,5.99,2022-04-28,220,Very Positive,"Action,Gore,Violent,Multiplayer,First-Person,Character Customization,FPS,Team-Based,Gun Customization,Hunting,Atmospheric,America,Horror,Zombies,Perma Death,Shooter,Beautiful,Lore-Rich,Survival Horror,Combat","This DLC contains one Hunter, two Weapons, and one Tool:



- Lonely Howl (Hunter)

- Ripper (Pax Claw)

- Stalker's Snarl (Hunting Bow)

- Rawhide (Dusters)"
Maneater: Truth Quest,6.99,2021-08-31,684,Mixed,"Adventure,Action,RPG,Indie,Gore,Violent","Unlock the mystery of Plover Island in Truth Quest, a DLC expansion to the hit ""ShaRkPG,"" Maneater. A new predator threatens your apex status—grow bigger and evolve further to assert your dominance!"
"Sniper Elite 5: Kraken Awakes Mission, Weapon and Skin Pack",3.53,2023-07-06,61,Mostly Positive,"Action,Adventure,Gore,Violent",The final content drop for Season Pass Two delivers an incredible new mission called Kraken Awakes that brings the story of Sniper Elite 5 to a close.
Storm Chasers,6.49,2019-06-28,2146,Very Positive,"Early Access,Simulation,Action,Indie,Multiplayer,Singleplayer,First-Person,Physics,Open World,Driving,Destruction",Be one of those intrepid storm chasers in this online multiplayer video game. Your goal is to shoot the best twisters pictures without dying because of powerful winds and flying debris. Feel the challenge of correctly forecasting and intercepting storms with the optimal vantage points before other players.
Call of Duty® 2,9.99,2006-10-14,7695,Very Positive,"Action,World War II,FPS,Multiplayer,Singleplayer,Shooter,War,Classic,First-Person,Historical,Military,Atmospheric,Story Rich,Controller,Co-op,Adventure,Online Co-Op,Casual,Simulation,Zombies",
SONIC ADVENTURE 2: BATTLE,2.99,2012-11-19,433,Very Positive,"Action,Adventure,3D Platformer,Classic,Great Soundtrack,Fast-Paced,Platformer",
Destroyer: The U-Boat Hunter,7.49,2023-12-06,640,Mostly Positive,"Simulation,Naval Combat,World War II,Military,Immersive Sim,Action,Real Time Tactics,Naval,RTS,War,Submarine,Tactical,3D,Historical,Combat,Wargame,Realistic,Singleplayer,Dynamic Narration,Procedural Generation",Destroyer: The U-Boat Hunter brings you an authentic and historically accurate destroyer simulation along with gripping anti-submarine warfare set in the turmoils of the Atlantic Ocean during World War II.
Tactical Assault VR,6.49,2023-03-27,1514,Very Positive,"Tactical,VR,Shooter,Online Co-Op,Multiplayer,Wargame,Sandbox,Sniper,Stealth,War,PvE,PvP,Action,Simulation,Asymmetric VR,Stylized,Early Access,Cartoon,Singleplayer,Military","Virtual Reality Tactical Shooter centered around CQB (close-quarters battles). Play solo or multiplayer coop to breach doors, clear rooms and defeat the enemy threat."
World War Z: Aftermath Upgrade,8.19,2023-03-27,86,Very Positive,"Action,Gore,Violent,Multiplayer,Co-op,Third Person,PvP,Zombies","This takes your standard edition of World War Z and any combination of individual DLC you might own, and upgrades you fully to World War Z: Aftermath."
High On Life: High On Knife,6.99,2023-10-03,253,Mixed,"Adventure,Action,Violent,Gore",Uncover Knifey’s secret past as your motley crew of talking guns takes on the maniacal CEO of Muxxalon and her army of parasitic monsters.
Warframe: Jade Chorus Pack,19.99,2024-06-18,44,Mostly Positive,"Action,RPG,Free to Play,Gore,Violent","Pierce through suffocating darkness by adding the radiant songstress Warframe, Jade, along with her signature Customizations to your Arsenal!"
Elsword,0.0,2014-07-03,9439,Mostly Positive,"Free to Play,Anime,RPG,Action,MMORPG,Massively Multiplayer,Adventure,Multiplayer,Fighting,Side Scroller,PvP,Online Co-Op,Hack and Slash,2D,Fantasy,Cute,Casual,Co-op,Platformer,Beat 'em up","Elsword is a free-to-play, online action RPG that uses classic side-scrolling game mechanics in an immersive manga inspired world."
Dead by Daylight - Sadako Rising Chapter,5.24,2022-03-08,643,Mostly Positive,"Action,Violent,Gore,Horror,Sexual Content","Sadako Rising features a new Killer – The Onryō – and a new Survivor, Yoichi Asakawa. Purchasing this add-on also unlocks an exclusive charm: Cursed Videotape."
Biped,4.99,2020-03-26,6288,Very Positive,"Relaxing,Character Customization,PvE,Co-op,Logic,Action,Casual,Multiplayer,Local Multiplayer,Physics,Open World,Level Editor,Funny,Indie,Cute,Parkour,Strategy,Family Friendly,Singleplayer,3D Platformer",Biped is a coop action adventure game with a strong focus on moment-to-moment collaboration between 2 players.
RAIDBORN,5.77,2023-03-29,196,Mostly Positive,"Action RPG,Dungeon Crawler,First-Person,Fantasy,Action,RPG,Singleplayer,Procedural Generation,Adventure,Atmospheric,Hack and Slash,Combat,3D,Exploration,Crafting,Medieval,Loot,Swordplay,Shooter,Replay Value","RAIDBORN is a straightforward first-person fantasy action RPG featuring procedurally generated dungeons and quests. Plunder a treasure-strewn world, upgrade your gear, level up your skills, and hurl yourself into intense combat."
Call of Duty®: Modern Warfare® II - Manticore: Pro Pack,19.99,2023-04-20,149,Mixed,"Action,Gore,Violent,Capitalism,FPS,Military,Shooter,First-Person,Modern",Get Call of Duty® Points* and in-game content for Call of Duty®: Modern Warfare® II and Call of Duty®: Warzone™.
Sniper Elite 5 : Landing Force Mission and Weapon Pack,3.49,2022-07-26,85,Mixed,"Action,Adventure,Gore,Violent",Deploy to the South of France where enemy forces have commandeered an island off the coast of Marseille to house a gargantuan gun battery.
Nioh: Complete Edition,41.69,2017-11-07,25479,Mostly Positive,"Souls-like,Action,RPG,Difficult,Hack and Slash,Dark Fantasy,Ninja,Action RPG,Third Person,Singleplayer,JRPG,Co-op,Multiplayer,Historical,Loot,Fantasy,Adventure,Atmospheric,Nudity,Great Soundtrack","Ready to die? Experience the newest brutal action game from Team NINJA and Koei Tecmo Games. In the age of samurai, a lone traveler lands on the shores of Japan. He must fight his way through the vicious warriors and supernatural Yokai that infest the land in order to find that which he seeks."
Wizard with a Gun,12.99,2023-10-17,2271,Very Positive,"Action,Adventure,Sandbox,Action-Adventure,Dungeon Crawler,Exploration,Roguelike,Hack and Slash,Top-Down Shooter,Roguelite,2.5D,Cartoon,Colorful,Cute,Isometric,Stylized,Crafting,Third Person,Dark Fantasy,Multiplayer","Wizard with a Gun is an online sandbox survival game for 1 - 4 players set in a magical wilderness wrought with dangerous creatures and arcane mysteries. Embark on a journey alone or with a friend to collect, craft, and outfit your wizard however you see fit as you explore the unknown."
Halls of Torment,4.0,2023-05-24,21690,Overwhelmingly Positive,"Bullet Hell,Roguelike,Dark Fantasy,Action,RPG,Action RPG,Arcade,Hack and Slash,2D Fighter,Isometric,2.5D,2D,Pixel Graphics,Top-Down,Atmospheric,Dark,Demons,Fantasy,Gothic,Medieval","Slay hordes of terrifying monsters in this horde survival roguelite.

Descend into the Halls of Torment where the Lords of the underworld await you.

Treasures, magical trinkets, and a growing cast of heroes will grant you the power

to vanquish these horrors from beyond. How long can you survive?"
Contractors Showdown,8.19,2024-04-26,938,Mostly Positive,"VR,Shooter,Battle Royale,Action,Multiplayer,FPS,Military,Immersive,Realistic,Physics,War,First-Person,PvP,PvE,Simulation,Combat,3D","Jump into an intense VR battle royale where strategy and skill determine survival. Navigate dynamic environments, scavenge for weapons, and outsmart your opponents in a fight to be the last one standing. Fast-paced, tactical, and endlessly thrilling - are you ready for the ultimate showdown?"
Lethal League Blaze,8.19,2018-10-24,4455,Overwhelmingly Positive,"Action,Indie,2D Fighter,Great Soundtrack,Sports,Fighting,Fast-Paced,Local Multiplayer,Competitive,Multiplayer,Arcade,Funny,Online Co-Op,Soundtrack,4 Player Local,eSports,2D,Stylized,Anime,Co-op","Banging beats and mad style, Lethal League Blaze is the most intense ball game you can play online with up to 4 players."
Hunt: Showdown 1896 - The Prescient Night,5.99,2022-07-26,137,Very Positive,"Action,Gore,Violent,Multiplayer,First-Person,Perma Death,Tactical,Team-Based,Battle Royale,Hunting,America,Great Soundtrack,Horror,Survival Horror,Combat,Atmospheric,Psychological Horror,Lore-Rich,Character Customization,Beautiful","This DLC contains one Hunter and three Weapons:



- The Prescient (Hunter)

- The Forewarning (Vetterli 71 Deadeye)

- Moon Bleached (Hand Crossbow)

- The Blindside (Scottfield Spitfire)"
LEGO® MARVEL's Avengers,19.99,2016-01-26,4778,Very Positive,"LEGO,Open World,Superhero,Adventure,Action,Multiplayer,Local Co-Op,Comedy,Funny,Co-op,Third Person,Singleplayer,Family Friendly,Local Multiplayer,Split Screen,Online Co-Op,Comic Book,Puzzle,Atmospheric,Casual","Avengers Assemble! The best-selling LEGO® MARVEL videogame franchise returns with a new action-packed, Super Hero adventure."
HELLDIVERS™ Dive Harder Edition,19.99,2015-12-07,22967,Very Positive,"Online Co-Op,Co-op,Top-Down Shooter,Twin Stick Shooter,Local Co-Op,Action,Multiplayer,Sci-fi,4 Player Local,Top-Down,Shooter,Comedy,Funny,Space,Difficult,Strategy,Isometric,Survival,Mechs,Hack and Slash","HELLDIVERS™ is a hardcore, cooperative, twin stick shooter. As part of the elite unit called the HELLDIVERS, players must work together to protect SUPER EARTH and defeat the enemies of mankind in an intense intergalactic war."
SPORE™ Galactic Adventures,19.99,2009-06-26,6320,Very Positive,"Simulation,Action,Space,Adventure,Exploration,Open World,Sandbox,Singleplayer,Strategy,Sci-fi,God Game,Multiplayer,Funny,RPG,Comedy,Crafting,Character Customization,Atmospheric,Level Editor,Casual",
LEGO® Star Wars™ III - The Clone Wars™,19.99,2011-03-22,6219,Very Positive,"LEGO,Action,Adventure,Local Co-Op,Family Friendly,Multiplayer,Co-op,Comedy,Funny,Fantasy,Sci-fi,Open World,Strategy,Space,Puzzle,Third Person,Controller,Singleplayer,Online Co-Op,RTS","LEGO Star Wars III:  The Clone Wars will allow fans to explore endlessly and laugh their way through the Star Wars galaxy in the most humorous, accessible and action-packed LEGO game to date."
The Surge,1.55,2017-05-16,7374,Mostly Positive,"Souls-like,Action,RPG,Sci-fi,Third Person,Difficult,Singleplayer,Mechs,Violent,Hack and Slash,Robots,Open World,Exploration,Cyberpunk,Action RPG,Gore,Adventure,Horror,Futuristic,Atmospheric","Welcome to CREO, the megacorporation saving the world! A catastrophic event has knocked you out during the first day on the job… you wake up equipped with a heavy-grade exoskeleton, in a destroyed section of the complex."
SEGA Mega Drive and Genesis Classics,,2010-06-01,7158,Very Positive,"Classic,Action,Adventure,RPG,Retro,Casual,1990's,2D,Arcade,Pixel Graphics,Platformer,Old School,Singleplayer,Beat 'em up,Multiplayer,Great Soundtrack,Co-op,Local Multiplayer,Moddable,VR","SEGA’s collection of Mega Drive & Genesis Classics comes to a new generation, now updated with even more features: online multiplayer, achievements, mirror mode, rewind, save states, VR and more! Over 50 classic games in one great package. Get into the classics!"
Assassin's Creed Freedom Cry,2.74,2014-02-25,2136,Mostly Positive,"Action,Adventure,Assassin,Pirates,Open World,Stealth,Singleplayer,Parkour,Third Person,Historical,Story Rich,Atmospheric,RPG,Multiplayer,Naval,Sailing,Gore,Swordplay,Sci-fi,Great Soundtrack","Play as Adewale, an ex-slave turned Assassin fighting for freedom with the help of his own Pirate crew."
